energy_kevee_2,efficiency_2,efficiency_upper_bound_2,efficiency_lower_bound_2,energy_kevee_3,efficiency_3,efficiency_upper_bound_3,efficiency_lower_bound_3,energy_kevee_4,efficiency_4,efficiency_upper_bound_4,efficiency_lower_bound_4,energy_kevee_6,efficiency_6,efficiency_upper_bound_6,efficiency_lower_bound_6,energy_kevee_7,efficiency_7,efficiency_upper_bound_7,efficiency_lower_bound_7
1.7929012710290053,0.9644972082792849,0.9760619101390765,0.9529325064194932,1.7915993142837636,0.9776022691150941,1.0,0.9533524894734174,1.786400417899647,0.9537031806112649,0.9643283826280667,0.9430779785944631,1.7977045073735949,0.980593475242943,0.9922617900803127,0.9689251604055734,1.7908277394924361,0.9726636064030132,0.991537414450655,0.9537897983553714
1.9257087725867095,0.9749488035458804,0.9879762210512233,0.9619213860405376,1.9243103746010797,0.985829512858859,1.0,0.9427622095444423,1.9187263747811025,0.9672589897859242,0.9886511769724103,0.945866802599438,1.9308678042160834,0.9875140251445669,1.0,0.9742029229726904,1.9234816461215054,0.9809036001894836,0.9942374725400548,0.9675697278389125
2.0585162741444134,0.9813914501257335,0.9946601055347085,0.9681227947167584,2.0570214349183953,0.9887816204326042,1.0,0.9394629390306166,2.0510523316625577,0.9760121628470072,0.9913374699651016,0.9606868557289128,2.064031101058572,0.9913329261553675,1.0,0.9758842162867322,2.056135552750575,0.9851583016139979,0.9987408028281998,0.971575800399796
2.191323775702118,0.9856341380482829,1.0,0.9705361097105988,2.1897324952357113,0.993133025930884,1.0,0.964519918796925,2.1833782885440134,0.9823904721395151,0.9967335428206142,0.9680474014584161,2.19719439790106,0.9929740357370034,1.0,0.9805669910108553,2.188789459379644,0.9895824058409759,1.0,0.9752957861624271
2.3241312772598217,0.9893659143616721,1.0,0.9711268396674934,2.322443555553027,0.9948953170082119,1.0,0.9628239694426786,2.3157042454254686,0.9862355684148432,1.0,0.9672532751226088,2.330357694743549,0.9958779161550605,1.0,0.9845776850716522,2.3214433660087135,0.9932660922751199,1.0,0.9802953352701664
2.4569387788175256,0.991547538007715,1.0,0.9726200690386203,2.455154615870343,0.9959137732755878,1.0,0.9705207632113315,2.448030202306924,0.9888970298145747,1.0,0.9722576728881608,2.463520991586037,0.9969488044594397,1.0,0.9837404407261877,2.454097272637783,0.994957834522616,1.0,0.9788518618187495
2.58974628037523,0.9937593539095813,1.0,0.9796754778302795,2.5878656761876586,0.9973569152483759,1.0,0.9768948377265028,2.5803561591883795,0.9932099472839789,1.0,0.9766311286196744,2.596684288428526,0.9981983552727167,1.0,0.9853674968634748,2.586751179266852,0.9964380064709549,1.0,0.984452795800944
2.722553781932934,0.9952015900056785,1.0,0.9627161302946124,2.7205767365049747,0.9982143293950735,1.0,0.9787348980127056,2.7126821160698347,0.9953144966633537,1.0,0.9823898441189503,2.7298475852710142,0.9981325318782645,1.0,0.9883456781499774,2.7194050858959216,0.9968833481745325,1.0,0.9866617399611659
2.8553612834906383,0.9953665772001695,1.0,0.9771578560643075,2.8532877968222903,0.9981053615806698,1.0,0.9803916224744952,2.84500807295129,0.9951005380911923,1.0,0.9840537654074509,2.863010882113503,0.9988314344142565,1.0,0.988519817801442,2.8520589925249906,0.9981673612958529,1.0,0.9892124922780728
2.9881687850483423,0.9965936602668769,1.0,0.9842401254957327,2.9859988571396063,0.9989261482891589,1.0,0.9716306117801263,2.9773340298327455,0.9969451830061662,1.0,0.9838216484320323,2.9961741789559913,0.9993558210353712,1.0,0.9888447411313537,2.98471289915406,0.9981945718767573,1.0,0.9879705099307199
3.120976286606046,0.9972044953973005,1.0,0.985675990263832,3.118709917456922,0.9988948919449901,1.0,0.9864324147731811,3.1096599867142007,0.9968630582330462,1.0,0.9850449433341546,3.12933747579848,0.9995594713656387,1.0,0.9890475660787998,3.1173668057831296,0.9991123209847319,1.0,0.9877744236283913
3.2537837881637506,0.9975831674722775,1.0,0.981365411155081,3.251420977774238,0.9990895669291339,1.0,0.9873535628173054,3.241985943595656,0.9975872835651434,1.0,0.9891960378459255,3.2625007726409683,0.9995928101913792,1.0,0.9913669390855938,3.2500207124121987,0.9991957344136309,1.0,0.9901260251666872
3.3865912897214545,0.9975630490223859,1.0,0.9889939950022449,3.3841320380915536,0.9990101704981317,1.0,0.9817979982258234,3.374311900477111,0.9979103718973258,1.0,0.9895020768289029,3.3956640694834572,0.99962119004604,1.0,0.9916379647037188,3.382674619041268,0.9994655264564404,1.0,0.9915495990233035
3.5193987912791584,0.997790180468595,1.0,0.9857721260031465,3.5168430984088697,0.9994598443369589,1.0,0.9910585558475632,3.506637857358567,0.9987105647726295,1.0,0.9866269753834132,3.5288273663259453,0.9998827667057444,1.0,0.9915377779706797,3.5153285256703377,0.9995863373123745,1.0,0.99081419888019
3.652206292836863,0.9980649934551249,1.0,0.9886859406867539,3.6495541587261853,0.9993613519687554,1.0,0.9914532657272741,3.638963814240022,0.9987280590180616,1.0,0.9891518498960321,3.6619906631684342,0.9997951838956023,1.0,0.9921191812546533,3.6479824322994068,0.9994953393100992,1.0,0.9911611297936863
3.7850137943945668,0.998820820933236,1.0,0.9906246478496434,3.7822652190435013,0.9994098409029434,1.0,0.9854109786030644,3.7712897711214772,0.9991273996509599,1.0,0.9911624553752799,3.7951539600109223,0.999737433264288,1.0,0.9942020339239542,3.7806363389284763,0.9996738034517526,1.0,0.9941505747053256
3.917821295952271,0.9986472395231519,1.0,0.9935802201652291,3.914976279360817,0.9997272569487491,1.0,0.9904470385768878,3.903615728002933,0.9989781436275901,1.0,0.9933937385811649,3.9283172568534113,0.9998539719626168,1.0,0.9949074693811675,3.9132902455575453,0.9997916356600685,1.0,0.994788783549425
