day_centers,background_crystal2,background_crystal3,background_crystal4,background_crystal6,background_crystal7
285.5,3.135961106663476,3.476999465189965,3.5132503638287154,2.6708458800510266,2.742827349149346
286.5,3.1355781474411657,3.4758577095311676,3.5111574446893075,2.670030570109722,2.741821524803459
287.5,3.1351958353306584,3.47471976477614,3.5090731441136604,2.669218606299744,2.740820254870637
288.5,3.134814166368139,3.473585609514092,3.5069974131770345,2.6684099690843155,2.7398235122772987
289.5,3.13443313661537,3.4724552224636267,3.5049302032461176,2.6676046390431614,2.738831270113066
290.5,3.1340527421595303,3.4713285824719327,3.5028714659772557,2.666802596871811,2.737843501629773
291.5,3.1336729791130455,3.470205668513994,3.500821153314706,2.666003823380901,2.7368601802404826
292.5,3.133293843613428,3.469086459691797,3.498779217488903,2.6652082994954847,2.7358812795185083
293.5,3.132915331823113,3.467970935233545,3.496745611014718,2.6644160062543434,2.7349067731964403
294.5,3.1325374399292985,3.4668590744928793,3.494720286689752,2.663626924809301,2.7339366351651786
295.5,3.132160164143783,3.465750856948097,3.49270319759262,2.662841036424547,2.7329708394729786
296.5,3.131783500702809,3.4646462622013905,3.4906942970812542,2.6620583224759593,2.73200936032449
297.5,3.1314074458669046,3.463545269978069,3.4886935387912223,2.6612787644504317,2.731052172079811
298.5,3.131031995920722,3.4624478601258075,3.4867008766340426,2.6605023439452107,2.7300992492535436
299.5,3.130657147172888,3.4613540126138824,3.484716264795522,2.659729042667227,2.72915056651386
300.5,3.1302828959558453,3.4602637075324263,3.482739657734097,2.6589588424324413,2.728206098681567
301.5,3.1299092386256966,3.459176925091675,3.4807710101791884,2.658191725165184,2.727265820729182
302.5,3.129536171562056,3.4580936456212283,3.478810277129565,2.6574276728975073,2.7263297077800144
303.5,3.1291636911678937,3.457013849569308,3.476857413851712,2.6566666677685364,2.725397735107249
304.5,3.128791793869386,3.4559375175020324,3.4749123758782217,2.655908692023826,2.7244698781330374
305.5,3.1284204761157643,3.454864630102679,3.472975119006182,2.6551537280147217,2.7235461124275937
306.5,3.128049734379169,3.453795168170964,3.4710455992955764,2.654401758197722,2.7226264137083014
307.5,3.1276795651544944,3.4527291126223245,3.4691237730677047,2.6536527651338493,2.7217107578388124
308.5,3.127309964959251,3.4516664444872016,3.467209596903594,2.652906731488017,2.7207991208281688
309.5,3.126940930333409,3.450607144910325,3.465303027642443,2.6521636400284145,2.7198914788299158
310.5,3.126572457839264,3.4495511951500175,3.4634040223800513,2.651423473625875,2.7189878081412253
311.5,3.1262045440612827,3.448498576577484,3.4615125384672782,2.650686215253266,2.7180880852020324
312.5,3.125837185605964,3.4474492706761155,3.4596285335084964,2.6499518479848754,2.717192286594157
313.5,3.125470379101697,3.4464032590408014,3.4577519653600697,2.6492203549958013,2.7163003890404553
314.5,3.1251041211986172,3.4453605233772335,3.4558827921288224,2.648491719561345,2.715412369403961
315.5,3.124738408568468,3.4443210455012263,3.4540209721705346,2.647765925056412,2.71452820468703
316.5,3.12437323790446,3.4432848073380358,3.4521664640884366,2.64704295495491,2.7136478720305064
317.5,3.1240086059211314,3.442251790921683,3.4503192267317124,2.6463227928291584,2.7127713487128706
318.5,3.1236445093542087,3.4412219783942812,3.448479219194019,2.645605422349292,2.7118986121494175
319.5,3.1232809449604764,3.440195352005373,3.446646400812011,2.64489082728268,2.7110296398914144
320.5,3.1229179095176307,3.4391718941112615,3.4448207311638708,2.6441789914933342,2.710164409625291
321.5,3.122555399824154,3.4381515871743527,3.443002170067853,2.6434698989413348,2.7093028991718047
322.5,3.122193412699171,3.4371344137625033,3.4411906775808365,2.6427635336822513,2.708445086485238
323.5,3.1218319449823246,3.436120356548367,3.4393862139968796,2.642059879866566,2.707590949652587
324.5,3.1214709935336367,3.435109398308748,3.4375887398457947,2.641358921739111,2.7067404668927515
325.5,3.1211105552333778,3.434101521923958,3.435798215891724,2.6406606436384945,2.7058936165557403
326.5,3.1207506269819363,3.433096710377179,3.4340146031317205,2.639965029996539,2.7050503771218795
327.5,3.12039120569969,3.432094946753826,3.43223786279435,2.6392720653377264,2.7042107272010125
328.5,3.1200322883268736,3.431096214240918,3.430467956338291,2.638581734278637,2.7033746455317265
329.5,3.119673871823454,3.430100496126451,3.4287048454509437,2.637894021527395,2.7025421109805654
330.5,3.119315953168999,3.4291077757987733,3.4269484920470537,2.6372089118831266,2.7017131025412566
331.5,3.1189585293625517,3.42811803674597,3.4251988582673403,2.6365263902354017,2.70088759933394
332.5,3.118601597422508,3.4271312625552417,3.4234559064771326,2.635846441563703,2.7000655806044023
333.5,3.118245154386485,3.4261474369122995,3.4217195992650105,2.6351690509368773,2.6992470257233148
334.5,3.1178891973112006,3.425166543600754,3.4199898994414646,2.6344942035126047,2.6984319141854782
335.5,3.117533723272351,3.42418856650151,3.4182667700375564,2.633821884536862,2.697620225609069
336.5,3.1171787293644857,3.423213489592172,3.416550174303582,2.633152079343394,2.6968119397348924
337.5,3.1168242127008843,3.4222412969464444,3.414840075707757,2.632484773353184,2.69600703642564
338.5,3.1164701704134417,3.4212719727335363,3.4131364379349,2.631819952073936,2.6952054956651526
339.5,3.116116599652537,3.420305501217576,3.41143922488512,2.6311576010995466,2.6944072975576816
340.5,3.115763497586924,3.419341866757029,3.409748400672531,2.630497706109595,2.693612422327165
341.5,3.1154108614036087,3.418381053804106,3.4080639296239488,2.629840252868822,2.6928208503164988
342.5,3.1150586883077307,3.4174230469042,3.4063857762776157,2.6291852272266243,2.6920325619868177
343.5,3.114706975522444,3.4164678306952965,3.4047139053819224,2.6285326151165442,2.69124753791678
344.5,3.1143557202888053,3.4155153899074153,3.403048281894141,2.627882402555763,2.690465758801853
345.5,3.114004919865654,3.4145657093620336,3.40138887097917,2.6272345756446014,2.6896872054536085
346.5,3.1136545715295,3.413618773971533,3.399735638008276,2.6265891205660203,2.6889118587990164
347.5,3.1133046725744076,3.4126745687386264,3.398088548557854,2.6259460235851244,2.688139699879749
348.5,3.1129552203118815,3.411733078755814,3.3964475684081887,2.625305271048667,2.6873707098514843
349.5,3.1126062120707565,3.410794289204823,3.394812663542225,2.6246668493845657,2.686604869983216
350.5,3.1122576451970834,3.4098581853560592,3.393183800144349,2.62403074510141,2.6858421616565673
351.5,3.111909517054018,3.4089247525680597,3.391560944599172,2.6233969447879804,2.68508256636511
352.5,3.1115618250217105,3.407993976286955,3.3899440634903213,2.622765435112764,2.6843260657136843
353.5,3.1112145664971966,3.407065842045922,3.388333123599247,2.6221362028234805,2.683572641417726
354.5,3.110867738894286,3.4061403354646584,3.386728091904023,2.6215092347466045,2.682822275302599
355.5,3.1105213396434572,3.4052174422488366,3.385128935578164,2.620884517786893,2.6820749493029257
356.5,3.1101753661917453,3.404297148189585,3.3835356219894503,2.620262038926917,2.681330645461928
357.5,3.109829816002639,3.403379439162959,3.381948118698758,2.6196417852265914,2.680589345930769
358.5,3.109484686555973,3.4024643011294162,3.3803663934588846,2.6190237438227166,2.679851032967902
359.5,3.109139975347821,3.401551720133299,3.3787904142134084,2.618407901928512,2.6791156889384156
360.5,3.108795679890391,3.4006416823023162,3.377220149095528,2.617794246833161,2.6783832963133936
361.5,3.1084517977119237,3.399734173847033,3.375655566426922,2.617182765901354,2.67765383766927
362.5,3.108108326356582,3.398829181060358,3.374096634716616,2.616573446572836,2.6769272956871917
363.5,3.1077652633843584,3.3979266903170378,3.372543322659853,2.6159662763619558,2.6762036531523865
364.5,3.1074226063709633,3.397026688073155,3.3709955991369687,2.6153612428572193,2.675482892953531
365.5,3.107080352907728,3.396129160865627,3.36945343321228,2.6147583337208453,2.674764998082124
366.5,3.106738500601502,3.395234095311703,3.367916794132976,2.6141575366883214,2.674049951631869
367.5,3.1063970470745526,3.3943414781084815,3.3663856513280144,2.6135588395679665,2.673337736798048
368.5,3.106055989964468,3.393451296032409,3.364859974407027,2.6129622302404942,2.6726283368769113
369.5,3.1057153269240536,3.392563535938795,3.3633397331592376,2.6123676966585774,2.6719217352650686
370.5,3.105375055621236,3.3916781847613313,3.36182489755237,2.6117752268464187,2.6712179154588753
371.5,3.1050351737389676,3.3907952295116,3.360315437731582,2.611184808899318,2.670516861053834
372.5,3.104695678975124,3.389914657278609,3.3588113240183897,2.6105964309832514,2.6698185557439933
373.5,3.1043565690424133,3.3890364552283017,3.3573125269096122,2.610010081334443,2.669122983321349
374.5,3.104017841668275,3.388160610603092,3.3558190170763136,2.609425748258946,2.668430127675255
375.5,3.103679494594789,3.387287110721395,3.354330765362749,2.608843420132224,2.667739972791834
376.5,3.1033415255785775,3.386415942977152,3.352847742785329,2.6082630853987334,2.6670525027533865
377.5,3.103003932390713,3.3855470948393767,3.3513699205315777,2.607684732571514,2.666367701737817
378.5,3.102666712816622,3.384680553851686,3.3498972699591087,2.6071083502317705,2.665685554018048
379.5,3.1023298646560007,3.383816307631847,3.348429762594593,2.6065339270284724,2.6650060439614522
380.5,3.1019933857227113,3.382954343871316,3.346967370132748,2.605961451677941,2.664329156029275
381.5,3.1016572738446953,3.38209465033479,3.345510064435323,2.6053909129634496,2.663654874776069
382.5,3.1013215268638854,3.3812372148597554,3.3440578175300932,2.604822299734823,2.662983184849131
383.5,3.1009861426361116,3.380382025356039,3.3426106016098602,2.6042556009080338,2.662314070987939
384.5,3.1006511190310113,3.3795290698053693,3.341168389031467,2.603690805464811,2.661647518023595
385.5,3.1003164539319408,3.3786783362609274,3.339731152314794,2.6031279024522442,2.660983510878271
386.5,3.0999821452358876,3.377829812846914,3.3382988641417937,2.602566880982391,2.66032203456466
387.5,3.0996481908533795,3.3769834877581104,3.3368714973555083,2.6020077302318905,2.6596630741854206
388.5,3.0993145887084026,3.3761393492594456,3.3354490249590993,2.60145043944157,2.6590066149326455
389.5,3.0989813367383046,3.3752973856855673,3.3340314201148873,2.600894997916071,2.6583526420873116
390.5,3.0986484328937185,3.3744575854404126,3.3326186561433944,2.600341395023456,2.6577011410187437
391.5,3.0983158751384736,3.37361993699678,3.3312107065223877,2.5997896201948354,2.6570520971840814
392.5,3.097983661449502,3.3727844288959137,3.3298075448859374,2.5992396629239876,2.65640549612775
393.5,3.0976517898167693,3.3719510497470764,3.3284091450234783,2.598691512766983,2.655761323480927
394.5,3.0973202582431774,3.3711197882271344,3.3270154808788686,2.598145159341813,2.655119564961024
395.5,3.0969890647444847,3.370290633080147,3.3256265265494664,2.5976005923280154,2.6544802063711628
396.5,3.096658207349226,3.3694635731169447,3.3242422562852054,2.59705780146631,2.6538432335996527
397.5,3.0963276840986267,3.368638597214731,3.3228626444876745,2.5965167765582304,2.6532086326194824
398.5,3.095997493046521,3.3678156943166644,3.3214876657092103,2.595977507465759,2.652576389487805
399.5,3.0956676322592713,3.3669948534314638,3.3201172946519857,2.595439984110964,2.6519464903454275
400.5,3.0953380998156854,3.3661760636329983,3.3187515061671102,2.5949041964756443,2.6513189214163075
401.5,3.0950088938069404,3.365359314059891,3.317390275253737,2.594370134600966,2.6506936690070515
402.5,3.0946800123364984,3.3645445939151255,3.3160335770581693,2.5938377885871104,2.6500707195064086
