day_centers,livetime_efficiency_crystal2,counts_crystal2,event_rate_crystal2,event_rate_error_crystal2,livetime_efficiency_crystal3,counts_crystal3,event_rate_crystal3,event_rate_error_crystal3,livetime_efficiency_crystal4,counts_crystal4,event_rate_crystal4,event_rate_error_crystal4,livetime_efficiency_crystal6,counts_crystal6,event_rate_crystal6,event_rate_error_crystal6,livetime_efficiency_crystal7,counts_crystal7,event_rate_crystal7,event_rate_error_crystal7,residual_crystal2,residual_error_crystal2,residual_crystal3,residual_error_crystal3,residual_crystal4,residual_error_crystal4,residual_crystal6,residual_error_crystal6,residual_crystal7,residual_error_crystal7,mean_residual,mean_residual_error
292.5,0.0,0.0,,,0.40002700617283954,779.0,3.5484489741086036,0.1271363783226773,0.40002700617283954,1550.0,3.59865142222386,0.09140583753036928,0.40002700617283954,774.0,2.5827546657358362,0.09283519937013829,0.38891512345679013,773.0,2.6550453215284677,0.0954953427700873,,,0.07936251441680664,0.1271363783226773,0.09987220473495695,0.09140583753036928,-0.08245363375964843,0.09283519937013829,-0.08083595799004062,0.0954953427700873,-0.003850086805788514,0.049553333780479006
307.5,0.0,0.0,,,0.5444822530864197,1024.0,3.426941150740412,0.10709191096063787,0.5444822530864197,2000.0,3.4114865388035187,0.07628315805090143,0.5444822530864197,1112.0,2.7261676777548836,0.08175233593584429,0.5444822530864197,1065.0,2.612842041631652,0.08006419686267761,,,-0.02578796188191257,0.10709191096063787,-0.05763723426418599,0.07628315805090143,0.07251491262103427,0.08175233593584429,-0.10886871620716043,0.08006419686267761,-0.03238543034060826,0.04208282086836169
322.5,0.0,0.0,,,0.9468325617283949,1775.0,3.41598213877331,0.08108049894027948,0.9468325617283949,3428.0,3.3625211403835573,0.05743076705503133,0.9468325617283949,1817.0,2.5616114059479,0.06009464647989377,0.9468325617283949,1913.0,2.6989140959960594,0.06170659415694304,,,-0.021152274989193476,0.08108049894027948,-0.0786695371972792,0.05743076705503133,-0.08115212773435143,0.06009464647989377,-0.009530990489178492,0.06170659415694304,-0.05231401731680557,0.03170484950967033
337.5,0.0,0.0,,,0.9450694444444443,1764.0,3.4011460191745306,0.08097966712320312,0.9450694444444443,3513.0,3.452326190597169,0.05824689083666761,0.9450694444444443,1869.0,2.639836840463161,0.06106219822039629,0.3365856481481481,677.0,2.686831005205461,0.10326330408836325,,,-0.02109527777191378,0.08097966712320312,0.037486114889412114,0.05824689083666761,0.007352067109977156,0.06106219822039629,-0.00917603122017896,0.10326330408836325,0.01105195749424685,0.03515334671028799
352.5,0.0,0.0,,,0.5508016975308643,993.0,3.2850682532371143,0.10424848997496687,0.5508016975308643,2034.0,3.429675836874571,0.07604621436206424,0.5508016975308643,1007.0,2.440426355370482,0.07690436158096382,0.0,0.0,,,,,-0.12292572304984084,0.10424848997496687,0.03973177338424971,0.07604621436206424,-0.18233907974228192,0.07690436158096382,,,-0.08126619889647985,0.048000569320083
367.5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,
382.5,0.8531628086419754,1497.0,3.2066515881531212,0.08287830777513072,0.8531628086419754,1574.0,3.361733109754751,0.08473461636446393,0.8531628086419754,3079.0,3.351777403690102,0.06040464333667762,0.8531628086419754,1679.0,2.626940806678206,0.06410987628221931,0.0,0.0,,,0.10533006128923583,0.08287830777513072,-0.01950410510500422,0.08473461636446393,0.0077195861600087845,0.06040464333667762,0.022118506943382688,0.06410987628221931,,,0.02507406030579927,0.03530604846428491
397.5,0.9944436728395061,1670.0,3.0690090729272237,0.07509999995897533,0.9944436728395061,1826.0,3.3458849473484547,0.07829979346440126,0.9944436728395061,3621.0,3.3817829568418407,0.05619937279118515,0.9944436728395061,1932.0,2.5933339120351055,0.05900038942265114,0.0,0.0,,,-0.027318611171402996,0.07509999995897533,-0.02275364986627615,0.07829979346440126,0.05892031235416617,0.05619937279118515,-0.003182864523124884,0.05900038942265114,,,0.00972770775745177,0.032542005384856444
412.5,0.9777777777777777,1636.0,3.0577714874974085,0.07559853456875892,0.9777777777777777,1832.0,3.414095973788483,0.0797651140974938,0.9777777777777777,3385.0,3.215258577469719,0.05526326871019737,0.9777777777777777,1858.0,2.5365127691165417,0.058845627474972004,0.0,0.0,,,-0.03363715113006016,0.07559853456875892,0.057589292873968745,0.0797651140974938,-0.0874519527565929,0.05526326871019737,-0.052093795211336946,0.058845627474972004,,,-0.042718763695821026,0.03247224316384093
427.5,0.8935972222222223,1580.0,3.2312991543884784,0.08129215255208652,0.8935972222222223,1601.0,3.2646749029829225,0.0815913792512666,0.8935972222222223,3087.0,3.208427385274547,0.057746265041127,0.8935972222222223,1667.0,2.490148779367818,0.06098984025154877,0.0,0.0,,,0.14474100887180708,0.08129215255208652,-0.08013094223274075,0.0815913792512666,-0.07509208346109197,0.057746265041127,-0.09091022401672433,0.06098984025154877,,,-0.04262311095497148,0.03389822046346379
