day_centers,background_crystal2,background_crystal3,background_crystal4,background_crystal6,background_crystal7
285.5,3.309205419331731,3.5589951316905486,3.5673767996937875,2.8355289188619803,2.905916634862691
286.5,3.308564653622575,3.558225902995006,3.5652988084901427,2.834854422999231,2.9051907479442303
287.5,3.3079261962743685,3.5574584958686835,3.563229747611116,2.8341824061302905,2.9044676644831733
288.5,3.307290032528187,3.5566929004490797,3.561169565464669,2.8335128535954635,2.9037473676840344
289.5,3.3066561477208505,3.555929106932695,3.55911821076782,2.8328457508237332,2.903029840853825
290.5,3.306024527284301,3.555167105574665,3.557075632544784,2.8321810833322307,2.902315067401421
291.5,3.3053951567449853,3.5544068866883984,3.5550417801251126,2.8315188367256945,2.901603030836941
292.5,3.304768021723242,3.553648440645221,3.5530166031418395,2.8308589966959303,2.9008937147711236
293.5,3.3041431079326875,3.552891757874012,3.5510000515296474,2.8302015490212886,2.900187102914711
294.5,3.303520401179621,3.5521368288608515,3.5489920755230395,2.8295464795661314,2.8994831790778317
295.5,3.3028998873624102,3.551383644148675,3.546992625654528,2.8288937742803117,2.898781927169397
296.5,3.3022815524709013,3.5506321943369077,3.5450016527528243,2.828243419198652,2.898083331196486
297.5,3.3016653825858246,3.5498824700811347,3.5430191079410505,2.8275954004404222,2.897387375263754
298.5,3.301051363878201,3.5491344620927388,3.5410449426349513,2.8269497042088303,2.896694043572822
299.5,3.300439482608761,3.5483881611385657,3.539079108541131,2.826306316790511,2.8960033204216913
300.5,3.2998297251273563,3.5476435580405794,3.5371215576552846,2.82566522455501,2.895315190204146
301.5,3.299222077872385,3.54690064367552,3.5351722422604555,2.825026413954289,2.894629637409167
302.5,3.2986165273702155,3.546159408974575,3.5332311149252864,2.824389871522215,2.8939466466203525
303.5,3.2980130602346205,3.5454198449230345,3.531298128502299,2.8237555838740658,2.8932662025153277
304.5,3.2974116631661974,3.544681942559958,3.5293732361261747,2.8231235377060337,2.8925882898651776
305.5,3.2968123229518187,3.5439456929778483,3.5274563912120414,2.8224937197947306,2.8919128935338665
306.5,3.2962150264640626,3.5432110873223244,3.5255475474537854,2.821866116996699,2.8912399984776735
307.5,3.2956197606606623,3.542478116791784,3.5236466588223494,2.8212407162479245,2.8905695897446226
308.5,3.2950265125839464,3.5417467726370893,3.5217536795640743,2.8206175045633555,2.889901652473917
309.5,3.294435269360295,3.541017046161237,3.519868564199016,2.8199964690364148,2.8892361718953925
310.5,3.2938460181995963,3.5402889287190407,3.5179912675193017,2.819377596838529,2.8885731333289457
311.5,3.2932587463946956,3.539562411716808,3.516121744587475,2.8187608752186484,2.8879125221839894
312.5,3.2926734413208654,3.5388374866120325,3.514259950734861,2.8181462915027775,2.8872543239589032
313.5,3.292090090435269,3.538114144913066,3.5124058415599473,2.8175338330935054,2.8865985242404895
314.5,3.2915086812764223,3.5373923781788155,3.5105593729267546,2.8169234874695337,2.8859451087034254
315.5,3.290929201463672,3.536672178018431,3.5087205009632405,2.8163152421852256,2.8852940631097255
