day_centers,livetime_efficiency_crystal2,counts_crystal2,event_rate_crystal2,event_rate_error_crystal2,livetime_efficiency_crystal3,counts_crystal3,event_rate_crystal3,event_rate_error_crystal3,livetime_efficiency_crystal4,counts_crystal4,event_rate_crystal4,event_rate_error_crystal4,livetime_efficiency_crystal6,counts_crystal6,event_rate_crystal6,event_rate_error_crystal6,livetime_efficiency_crystal7,counts_crystal7,event_rate_crystal7,event_rate_error_crystal7,residual_crystal2,residual_error_crystal2,residual_crystal3,residual_error_crystal3,residual_crystal4,residual_error_crystal4,residual_crystal6,residual_error_crystal6,residual_crystal7,residual_error_crystal7,mean_residual,mean_residual_error
292.5,0.0,0.0,,,0.40002700617283954,984.0,3.652058901617857,0.11642338552036094,0.40002700617283954,1906.0,3.634492914785118,0.08324964273522194,0.40002700617283954,986.0,2.6832446708160815,0.08545191857944213,0.38891512345679013,996.0,2.8076540913181876,0.08896392423763012,,,0.09841046097263595,0.11642338552036094,0.08147631164327862,0.08324964273522194,-0.1476143258798488,0.08545191857944213,-0.09323962345293602,0.08896392423763012,-0.026964360534120005,0.045578845116016446
307.5,0.0,0.0,,,0.5444822530864197,1311.0,3.5747934182494436,0.09873010611982236,0.5444822530864197,2449.0,3.4309571842500173,0.06932995301246658,0.5444822530864197,1440.0,2.879064772721591,0.07587001844129365,0.5444822530864197,1396.0,2.810870148640298,0.07523121471830833,,,0.03231530145765982,0.09873010611982236,-0.09268947457233212,0.06932995301246658,0.057824056473666285,0.07587001844129365,-0.07969944110432481,0.07523121471830833,-0.030262440875719186,0.03889416670674246
322.5,0.0,0.0,,,0.9468325617283949,2274.0,3.5657366280913716,0.07477458856127892,0.9468325617283949,4246.0,3.420716220750348,0.052496101425139795,0.9468325617283949,2366.0,2.7202838788456973,0.055925111370357536,0.9468325617283949,2502.0,2.8970314794504994,0.057917467233661486,,,0.034062681550493856,0.07477458856127892,-0.07534125266039604,0.052496101425139795,-0.09183142610183026,0.055925111370357536,0.016229554977798877,0.057917467233661486,-0.03947164400474386,0.029366555453705978
337.5,0.0,0.0,,,0.9450694444444443,2237.0,3.5142629102726834,0.07430212883163533,0.9450694444444443,4282.0,3.456154776222525,0.05281652837507398,0.9450694444444443,2416.0,2.7829530552923756,0.0566183769424718,0.3365856481481481,913.0,2.973817258480754,0.098418986576631,,,-0.006944839964836191,0.07430212883163533,-0.013946937866050835,0.05281652837507398,-0.020487913945709924,0.0566183769424718,0.10227435009375219,0.098418986576631,-0.0021890792098476163,0.0323626647476007
352.5,0.0,0.0,,,0.5508016975308643,1284.0,3.461001125563757,0.09658712267819959,0.5508016975308643,2466.0,3.4151363242932113,0.06877197684133138,0.5508016975308643,1341.0,2.650368005715631,0.07237553571348784,0.0,0.0,,,,,-0.05005263219199785,0.09658712267819959,-0.03050839271358541,0.06877197684133138,-0.14481154003341734,0.07237553571348784,,,-0.0774455928977328,0.044301098978421376
367.5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,
382.5,0.8531628086419754,1942.0,3.407147749372318,0.07731546178698763,0.8531628086419754,2030.0,3.5326133797004955,0.07840578196495737,0.8531628086419754,3844.0,3.4368589262927705,0.055433208488593066,0.8531628086419754,2151.0,2.7446133254602185,0.05917809250390425,0.0,0.0,,,0.15122957673442539,0.07731546178698763,0.04102328564011737,0.07840578196495737,0.03611374187738603,0.055433208488593066,-0.035145729125654945,0.05917809250390425,,,0.035803718022749495,0.0326001649561124
397.5,0.9944436728395061,2136.0,3.215101707774723,0.06956552899000443,0.9944436728395061,2299.0,3.4323436960550375,0.0715848770842239,0.9944436728395061,4464.0,3.424161494437285,0.05124979661640513,0.9944436728395061,2506.0,2.743301558478508,0.05480031020626943,0.0,0.0,,,-0.033842913753820536,0.06956552899000443,-0.04989541324403568,0.0715848770842239,0.04407427163145572,0.05124979661640513,-0.02923753054527589,0.05480031020626943,,,-0.008682726914714708,0.02994086209531401
412.5,0.9777777777777777,2100.0,3.2147913320738635,0.07015249820341142,0.9777777777777777,2332.0,3.540954695368728,0.07332567966189613,0.9777777777777777,4232.0,3.3015337293194724,0.05075080191995457,0.9777777777777777,2441.0,2.717692332956835,0.05500680236736777,0.0,0.0,,,-0.0274359686280663,0.07015249820341142,0.06783733091491495,0.07332567966189613,-0.05896168680677372,0.05075080191995457,-0.04791740163773506,0.05500680236736777,,,-0.028599554312456008,0.030042986629875198
427.5,0.8935972222222223,1962.0,3.2864789095885407,0.07419614616401164,0.8935972222222223,2086.0,3.4658078483641237,0.07588349563489431,0.8935972222222223,3819.0,3.2600036811155255,0.052752526129682016,0.8935972222222223,2195.0,2.6740245301775425,0.05707528971563408,0.0,0.0,,,0.05073584275080467,0.07419614616401164,0.0015995456906865435,0.07588349563489431,-0.08188004094933587,0.052752526129682016,-0.08492220636677938,0.05707528971563408,,,-0.045024258410823914,0.03128614834841462
